abs_path,label,class_name,source,md5
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (701).JPG,2,late_blight,plantvillage,8bfc4dfaf8c268f0e839353605a8cd57
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (923).JPG,2,late_blight,plantvillage,26ad32d21f5b168ce7af4decb754dd71
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (196).JPG,1,early_blight,plantvillage,8dc263ddcc0813d835cbd6f8437d3234
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (742).JPG,1,early_blight,plantvillage,84c0bfd3ff20daa67134a4d9e57e0925
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (89).JPG,0,healthy,plantvillage,d121c11220841f65a6cd5c7967050750
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (206).JPG,1,early_blight,plantvillage,089b9deed8ed27ceef4dc495c0ccaa83
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_20230815_122340~2(1).jpg,1,early_blight,mendeley_ue,40ce910cd2883c21a26b55cec06e2a1d
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_0349.JPG,2,late_blight,mendeley_ue,f9896a0d7833c6d0d24cf3de4a195a1f
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230816_123051.jpg,1,early_blight,mendeley_ue,742d0e2b8ec454bb61f8c2923ee7607f
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (535).JPG,1,early_blight,plantvillage,ebd53cb9cb9e76102d093e3dc1172847
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (16).jpg,0,healthy,tilahun,145bb0b0cba106e39974387a7b7a45ff
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (474).jpg,0,healthy,tilahun,a1a2d7e73575ed90cf1c6b38228e8798
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (758).JPG,0,healthy,plantvillage,b3c6a51f39fcd9da5adc73551fe26810
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_111921.jpg,1,early_blight,mendeley_ue,55551ebc6aa9b82a1f3e7ed99404af4e
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (996).JPG,1,early_blight,plantvillage,e4e812f97e7d576aad4fd6e2cf7cc15d
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (1).JPG,1,early_blight,plantvillage,c11fc2ca546edb1a428a66d963664151
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_0404.JPG,2,late_blight,mendeley_ue,ee7d8b7ccaaa1eb4865943ef3023fb05
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_105357.jpg,1,early_blight,mendeley_ue,ed5701a28bf7d5315106f2779880433f
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (700).JPG,1,early_blight,plantvillage,e660d8260a091c655771e547f7c3090b
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (158).JPG,2,late_blight,plantvillage,a46684a20d54c6e10eee55800b3abe89
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/IMG_4767.JPG,0,healthy,mendeley_ue,19abb07fe99a6aaca348ef6c598beed9
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_153841_137_Tizón Tardio_113.jpg,2,late_blight,quizhpe,2a237a180b0d821c78a074520a134b26
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (316).JPG,2,late_blight,plantvillage,0aa1b9d6276b7f15abfdcb2f65d11985
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (604).JPG,0,healthy,plantvillage,b8c0b7b480583cf08b9edd0cc0ea262a
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (839).JPG,1,early_blight,plantvillage,70be53b4c32d4ca5be11467047029272
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (121).JPG,0,healthy,plantvillage,ea7510b93621ca87d11f4ae134552b2f
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (492).jpg,0,healthy,tilahun,260edd36b2f1da35da38af0c94e79744
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230712_130852.jpg,0,healthy,mendeley_ue,e3e2fb4caf4ddab8e56c24189274dd75
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (408).JPG,2,late_blight,plantvillage,9f9aae591b86a78f8477e376dd9b6516
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (359).jpg,0,healthy,tilahun,605b7289be0514853447329fc085dd89
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (569).JPG,1,early_blight,plantvillage,644eed221b560041e060561865f2d73e
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (76).JPG,1,early_blight,plantvillage,c1b1f41f360d27520d9e8373d7c3d91f
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (76).JPG,2,late_blight,plantvillage,7d424856468b86e31fad2f86efab534d
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (728).JPG,1,early_blight,plantvillage,795e8fe79f7d4bb61b8bb7f1bd40574b
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (500).jpg,0,healthy,tilahun,3eb5372e3006f70fbabe0d624531cc74
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_4790.JPG,1,early_blight,mendeley_ue,3967633e13cc29d73816ea4b8637274f
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (383).JPG,1,early_blight,plantvillage,9d308a52ddb8d11f2d7142f508827ddb
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (999).JPG,2,late_blight,plantvillage,e3c4dee1c544ddd795971f808116504e
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/20230802_123430.jpg,2,late_blight,mendeley_ue,b82123d4e4581fa46af4b2e03b305346
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (410).jpg,0,healthy,tilahun,f19ecfce0ba1eda0fd7b64885456a785
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (420).JPG,0,healthy,plantvillage,3ced5d227c91d8eb49d507545b93a9df
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (108).JPG,0,healthy,plantvillage,f91f0c8f3b3c78f9070ce796711c4095
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (394).JPG,2,late_blight,plantvillage,aff9b10d7dfd240c76b44490637d443f
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_162157_848_Tizón Tardio_184.jpg,2,late_blight,quizhpe,ae2eb4ed492677cf3bcd3b02d48eb79e
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/1692334247713.jpg,1,early_blight,mendeley_ue,32c1c5e85a187eeadae55f7a5090728e
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (478).jpg,0,healthy,tilahun,3a81ebe821e91210cc7a7185c57ccb5e
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_0394.JPG,2,late_blight,mendeley_ue,d398bb4cb3a658ac45a0d67e9366a3a4
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_4664.JPG,1,early_blight,mendeley_ue,161655b82e4f68484e85c687e264d35b
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (64).JPG,1,early_blight,plantvillage,8289bcfd720866af8b3d529f42455464
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0613.JPG,1,early_blight,mendeley_ue,45640df49d43d2896fa261f094ec7037
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (962).JPG,2,late_blight,plantvillage,a405c8de3aea06b501f46217d174464b
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (47).JPG,0,healthy,plantvillage,16abb97bccc1aa81b605f01dd0efe7d0
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (464).jpg,0,healthy,tilahun,46129cf2a5bbbbc3f805bd9d1f3559a3
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_154617_384_Tizón Tardio_82.jpg,2,late_blight,quizhpe,0a87e201d9f8e1fc01435cf99ba46df7
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (352).jpg,0,healthy,tilahun,169e7e408baba489314da0fed2c58fce
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230712_123052.jpg,1,early_blight,mendeley_ue,32581900f5fdc765609cc946143fb912
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/1692336758850.jpg,0,healthy,mendeley_ue,efb06899c9901c25e4d91c677999a134
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230802_124215.jpg,0,healthy,mendeley_ue,e26e883e8108c31b4fa87b445531ec7e
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (730).JPG,2,late_blight,plantvillage,950157433908069488d82d4ffa8a2bf0
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (952).JPG,2,late_blight,plantvillage,926dae3144a9087fad8412f875edd8c8
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (905).JPG,2,late_blight,plantvillage,8a1a1bf683c520c4508a09e8c772bdb9
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___healthy/IMG_20240731_162037_406_Sana_13.jpg,0,healthy,quizhpe,d0613327120c1011aae14307b3583342
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (515).JPG,2,late_blight,plantvillage,44d6cb406ccb74318931148ef9ad278c
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (496).JPG,1,early_blight,plantvillage,488f163ebe546301931170a4d8bfdbc7
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (874).JPG,2,late_blight,plantvillage,bea7340bbfbfda0cffaf159f05ee69c1
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (772).JPG,2,late_blight,plantvillage,67c79335dd6409fbd9ba76e6041292f8
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (219).jpg,0,healthy,tilahun,98027802efcfb68799b58fff302bb517
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (680).JPG,1,early_blight,plantvillage,1164df123a0f163a62b3c0aafd5bdb8c
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_0261 - Copy.JPG,2,late_blight,mendeley_ue,36efb37d7c7c4ccf86941df62f127b58
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0257.JPG,1,early_blight,mendeley_ue,2f17ac75d15a9d679684c7f5e29dbdb6
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (509).JPG,1,early_blight,plantvillage,ddb613a7e5ea9eed7c56b0427b3aa81b
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (417).JPG,2,late_blight,plantvillage,0b4a44abe4cb07dacb7329dc4ea0c735
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (298).jpg,0,healthy,tilahun,19ffc6162670ad789a51716929b167c2
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (584).JPG,1,early_blight,plantvillage,69747af7f1d0e28ecc94d3b6c877a388
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_113006.jpg,1,early_blight,mendeley_ue,310e37f1660a1d74120bc738669e0776
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (342).jpg,0,healthy,tilahun,fa5bd688f19d41f779e61eb8b9cf8ef5
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (480).JPG,1,early_blight,plantvillage,9351b225b74c216a04b2e3ab10223333
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (56).JPG,2,late_blight,plantvillage,cbd1c3ee620d06ad44bc33df634afa3f
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_155646_100_Tizón Tardio_51.jpg,2,late_blight,quizhpe,f56f238c7c71946c2e4fcbcd5fd34019
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (86).JPG,0,healthy,plantvillage,b6edbeb5de7bc65f91678a9ad64ccfc3
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_0376.JPG,2,late_blight,mendeley_ue,0c13df59cd65fced860cacd8004fbad6
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (74).JPG,1,early_blight,plantvillage,c2688e682016d51c62c54dc458782cf1
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (222).JPG,2,late_blight,plantvillage,b319624df525c767dc6da9e06235c368
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (879).JPG,1,early_blight,plantvillage,9e0d4264680f3fa63835853c6d299fd4
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (196).JPG,2,late_blight,plantvillage,b7b2f0364c154e5c90bb88e413566147
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/20230802_124152.jpg,2,late_blight,mendeley_ue,98af189e3b5caaf359c78a903855c1f7
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (934).JPG,1,early_blight,plantvillage,7c31860b829b8c8dd11237f1ff3e799d
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (454).JPG,2,late_blight,plantvillage,bfce2cf745a5cc1b19d7b6a2f6664ba1
/home/victor/Documents/dataset/Addis/Potato_Late_Blight/Late_Blight (488).jpg,2,late_blight,tilahun,b08032b9ca7e72c14d4bb55673bb32b5
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (517).JPG,0,healthy,plantvillage,1810da176af94c13b29a10f528c68290
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (378).JPG,1,early_blight,plantvillage,201e1a17a04eb31646f944d67d6d5cae
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_9438.JPG,1,early_blight,mendeley_ue,81be89bfbf4bb2609d3b8d5b210c7077
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_9399.JPG,1,early_blight,mendeley_ue,ae11ea0e43c41b573372eab5e7970b61
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (644).JPG,1,early_blight,plantvillage,3d9e74065b12dcd324c835b1d2800b24
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (294).JPG,0,healthy,plantvillage,74ba36d2a7b7b0c7382a416fbaf1c80d
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (375).JPG,1,early_blight,plantvillage,c358daa8b2433e81e90e53b388dd894f
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (707).JPG,0,healthy,plantvillage,6983c4b6f2134274ce20ab2538a92a45
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (174).JPG,0,healthy,plantvillage,3ac07fe69dc6413fe30915edc79eca03
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/1692334247315.jpg,1,early_blight,mendeley_ue,34a1dd1e3a62e98b6cecd9bafb146890
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (320).JPG,2,late_blight,plantvillage,ad743a22447fa3f326a4803ddf78da9e
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (5).JPG,2,late_blight,plantvillage,7054bbfc33601132c47c9f9490e1c141
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_161716_695_Tizón Tardio_216.jpg,2,late_blight,quizhpe,143953e5c7d3d3f215ca9a849e9d6b2b
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (475).JPG,1,early_blight,plantvillage,4bd4097c6fc048a75c382f82e056f743
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (35).JPG,0,healthy,plantvillage,008da30b1c4708bd67d56de041fb4cec
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (868).JPG,0,healthy,plantvillage,f3fb1763a4c6772101dd503060cfa267
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (748).JPG,2,late_blight,plantvillage,914c4bf915ec2e883e00d2a10f8b5b83
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (951).JPG,1,early_blight,plantvillage,2622bd56feaeefb79c0b286141d2445b
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_161133_316_Tizón Tardio_252.jpg,2,late_blight,quizhpe,f7e4007c55068d8a2d6872da0de55102
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (982).JPG,0,healthy,plantvillage,4bc00eb8950d12afb36523d8543bae03
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (959).JPG,2,late_blight,plantvillage,c4891e79cf7f3a5bd604b5ac3f317063
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (106).JPG,1,early_blight,plantvillage,aee64ac5fe5deb9a76d306e398bc4119
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (55).JPG,2,late_blight,plantvillage,f09bf81beeb322c79d6c85779b6da77e
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (830).JPG,1,early_blight,plantvillage,1ddcdbd872ffc7192a166ff23496899a
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___healthy/20230816_121559.jpg,0,healthy,mendeley_ue,92e9fb7c857c297154be0d6e633df4f6
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_105613.jpg,1,early_blight,mendeley_ue,371408986a0d0ddd61d08a2ff1653411
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (94).JPG,2,late_blight,plantvillage,7486de6035af41ed64fd9040b1895126
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_20230815_122258~2.jpg,1,early_blight,mendeley_ue,b0fb196630581001ab3dfa975fc74104
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_20230816_121010.jpg,1,early_blight,mendeley_ue,d20161a016964d499b7d801601b38c68
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240731_161614_579_Tizón Tardio_223.jpg,2,late_blight,quizhpe,d8ba3e7eb0662a71f321f043edbd195c
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_4763.JPG,2,late_blight,mendeley_ue,bdceaa7a2e3efb69b33a6cd9f21873af
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (222).jpg,0,healthy,tilahun,9d8e1c6743c4d1b43ef19d8feaf8709f
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/20230802_123634.jpg,2,late_blight,mendeley_ue,b9ff66010edd7a651dec06a0553f7bd8
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (90).JPG,0,healthy,plantvillage,33011142b05ccb0473e9a573ac7c5079
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (732).JPG,2,late_blight,plantvillage,729881e0787b20a32d99f4746736d979
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (926).JPG,0,healthy,plantvillage,08a41fb244002a471fb2344e8d7eb469
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (220).JPG,2,late_blight,plantvillage,5831aaae3615a9ec8ad71a0630aff625
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_154118_064_Tizón Tardio_103.jpg,2,late_blight,quizhpe,b05110181f6751898c4c41e6f20176bc
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (505).JPG,0,healthy,plantvillage,3d960dbde0325b9a5168dd5978ec3ed8
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (64).JPG,0,healthy,plantvillage,d6c13df02706bb7648e02adbf7f14921
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (640).JPG,0,healthy,plantvillage,b249a8cc4b1f1b02216d18116f2dbb49
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_0270 - Copy.JPG,2,late_blight,mendeley_ue,75f3510a2f345d686aa01543cea34524
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (165).JPG,0,healthy,plantvillage,dbc697417938fca087abe157fd1fa6e7
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (389).JPG,0,healthy,plantvillage,321d5a6ef5b6261c52900d65066e1b6a
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (852).JPG,1,early_blight,plantvillage,d8bba4aad9273474f56d5f511eb5c0db
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (430).JPG,0,healthy,plantvillage,d019ca9d58bf85e1b4d6b22236d77e79
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (704).JPG,1,early_blight,plantvillage,e54cea04aea471327d4ef09d4e2f869b
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (240).JPG,0,healthy,plantvillage,8cc64119202dd6496e2a319987980bfd
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_105548.jpg,1,early_blight,mendeley_ue,49838e4036fe24b806e272689d8784d8
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (353).jpg,0,healthy,tilahun,756429caa05f77e344a8242084e31c0a
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (489).jpg,0,healthy,tilahun,b32dc643dd436f4ca74a6795d3bb039f
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (714).JPG,0,healthy,plantvillage,00b685f80e2d6073b8d4ff839fbe95d7
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (459).JPG,0,healthy,plantvillage,e05ec3c20bc87805c0c6321526fd59ad
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (271).JPG,2,late_blight,plantvillage,3f51c2640c248c7c42da3508a58ae864
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (913).JPG,2,late_blight,plantvillage,64f207d6f76c4c9856237c6929e3819c
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (712).JPG,2,late_blight,plantvillage,0598b4838276beff61f2917567f011e8
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/20230802_124526691.jpg,2,late_blight,mendeley_ue,cc17656c2a3fb4c0fcde0ff06da34fc5
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (241).JPG,2,late_blight,plantvillage,8f05376fdcd9bf2e90bc74a1db4194fa
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230712_115043.jpg,1,early_blight,mendeley_ue,a6f21ce3eba2e1c19a7cb4bcf68c10ad
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (299).jpg,0,healthy,tilahun,75a3e3dd0ca34eba1717a5f5a549a448
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (827).JPG,2,late_blight,plantvillage,f5700365afe08c8998947faececd80be
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_9445.JPG,1,early_blight,mendeley_ue,f68f3e13e433820b4a6beb9f583b655e
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (494).jpg,0,healthy,tilahun,f937e561a2d0a1d923b993a929e9099f
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (790).JPG,2,late_blight,plantvillage,b4d1dfac1cda9f249d6998d0381bc10c
/home/victor/Documents/dataset/GerardoQuizhpe/Potato___Late_blight/IMG_20240806_153924_613_Tizón Tardio_110.jpg,2,late_blight,quizhpe,f7c7affaeeeba211d1a90700a774064b
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (375).JPG,0,healthy,plantvillage,659407b3f6bba4e99fa8308422b076fa
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (642).JPG,0,healthy,plantvillage,e7ca0ac995ee93725fe7758de073cc3f
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (423).JPG,0,healthy,plantvillage,29303732493f64fdf0281bda72019913
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (418).JPG,1,early_blight,plantvillage,758ae35898aefb64fd3de3eaa8af3240
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_0778.JPG,1,early_blight,mendeley_ue,ec89be7c6e7ec624260148817aa3e6a9
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (310).JPG,0,healthy,plantvillage,e0bb0d6d12afcc37b1335791b2e29fe3
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (596).JPG,2,late_blight,plantvillage,fbc3c8ef64af614b1557b7077cbc5b11
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (742).JPG,2,late_blight,plantvillage,5c251a1947b410046f467559af12296d
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (683).JPG,1,early_blight,plantvillage,4405015228a127a560f6850af07603a2
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (646).JPG,2,late_blight,plantvillage,759c9242a02050182e6533fcc205578d
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (335).JPG,2,late_blight,plantvillage,823171bf23bdc943ab9929211ae2e130
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_111623598.jpg,1,early_blight,mendeley_ue,ec1bcfbcf38b1e367a9ee0c7221fa6d9
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (247).JPG,0,healthy,plantvillage,f2eeb09f70a8f7862c176d5af050a201
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (2).JPG,1,early_blight,plantvillage,3500894ac8e5461e1e1d1f21e1349da0
/home/victor/Documents/dataset/Addis/Potato_Healthy/Healthy (180).jpg,0,healthy,tilahun,bc557141e151ed5ce34db4813c85ec69
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (923).JPG,0,healthy,plantvillage,37dcef28fca63d543838fc3906f89f12
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/IMG_8152.JPG,1,early_blight,mendeley_ue,c7502e23e0c7ae05962727055de88ac8
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (214).JPG,0,healthy,plantvillage,4e974f8a8a8bcb6818392e196a4c2de0
/home/victor/Documents/dataset/Plantville/Potato___healthy/image (829).JPG,0,healthy,plantvillage,4da31c51e0bf093bfc625baa97e8c0a1
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (890).JPG,1,early_blight,plantvillage,942027704eec8d5509ebf30cf6aca9d4
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (197).JPG,1,early_blight,plantvillage,6626a07869b12ce5f0c60750fa0872f9
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (922).JPG,1,early_blight,plantvillage,8b1526044e3d655d12dc029bddcd027d
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Late_blight_Phytopthora/IMG_9537 (1).JPG,2,late_blight,mendeley_ue,bd2e75666a71ee8af3ee07b3c785e352
/home/victor/Documents/dataset/mendeley_uncontrolled_Environment/Potato___Early_blight_Fungi/20230802_112904185.jpg,1,early_blight,mendeley_ue,5478ad1b5ded3ecab314f9f189011fa8
/home/victor/Documents/dataset/Plantville/Potato___Late_blight/image (431).JPG,2,late_blight,plantvillage,6037b0bad267bb66ebcf368503d4acc6
/home/victor/Documents/dataset/Plantville/Potato___Early_blight/image (863).JPG,1,early_blight,plantvillage,36274c186e4cea9428fba9e53fb42457
